timestamp,index_name,time_freq
1630684800,7.551204141349044,0.0
1630685700,6.885116906473499,1.0
1630686600,7.818744722768789,2.0
1630687500,6.726935818966062,3.0
1630688400,7.49324932493497,4.0
1630689300,6.503563211938768,5.0
1630690200,10.46779356433235,6.0
1630691100,7.039721332658189,7.0
1630692000,7.538790195639011,8.0
1630692900,6.94926643521444,9.0
1630693800,6.741131567132008,10.0
1630694700,28.753437728021623,11.0
1630695600,6.680889288118985,12.0
1630696500,13.02030741613468,13.0
1630697400,6.704819615103419,14.0
1630698300,7.05063433254669,15.0
1630699200,7.400539447070054,16.0
1630700100,6.4836645335141885,17.0
1630701000,6.4610207515429,18.0
1630701900,6.664796633938708,19.0
1630702800,7.030636292220615,20.0
1630703700,6.842932524977618,21.0
1630704600,6.955984729396403,22.0
1630705500,6.561149463991789,23.0
1630706400,7.052684733208247,24.0
1630707300,7.062194505309849,25.0
1630708200,6.636695701041262,26.0
1630709100,6.235955056175191,27.0
1630710000,6.7393013590947515,28.0
1630710900,6.670784434837196,29.0
1630711800,6.859773212081088,30.0
1630712700,6.460311218468561,31.0
1630713600,6.572295247722582,32.0
1630714500,9.380093295116499,33.0
1630715400,6.604144437578963,34.0
1630716300,6.669663426421124,35.0
1630717200,6.475184081838037,36.0
1630718100,21.29801473483487,37.0
1630719000,7.101555044070052,38.0
1630719900,6.849469011635023,39.0
1630720800,6.859165215435614,40.0
1630721700,6.94514625793099,41.0
1630722600,6.500224921278219,42.0
1630723500,6.506484028521397,43.0
1630724400,5.865859129652784,44.0
1630725300,6.159542241666793,45.0
1630726200,6.09804031669503,46.0
1630727100,5.865514144589257,47.0
1630728000,6.164191650323936,48.0
1630728900,5.655816045424478,49.0
1630729800,5.720708064064006,50.0
1630730700,5.990783410141098,51.0
1630731600,6.068601583112699,52.0
1630732500,5.9533838809340045,53.0
1630733400,5.892606128758471,54.0
1630734300,6.5514920350014165,55.0
1630735200,5.706262285872388,56.0
1630736100,12.476115544569943,57.0
1630737000,5.688639551192443,58.0
1630737900,6.05533419383959,59.0
1630738800,5.980364656380455,60.0
1630739700,6.232437900418475,61.0
1630740600,5.71140035906581,62.0
1630741500,6.4184636118616805,63.0
1630742400,6.136961755976977,64.0
1630743300,5.82529715182718,65.0
1630744200,5.752733389402609,66.0
1630745100,6.161616161617589,67.0
1630746000,8.374024807765279,68.0
1630746900,6.189728638709502,69.0
1630747800,7.556153027505896,70.0
1630748700,6.041210487897919,71.0
1630749600,5.785309466359212,72.0
1630750500,18.41795231416693,73.0
1630751400,6.10186585980953,74.0
1630752300,5.756081156821757,75.0
1630753200,5.45678873871559,76.0
1630754100,8.403031153522333,77.0
1630755000,5.953113635094676,78.0
