timestamp,index_name,time_freq
1630684800,5.808940322213186,0.0
1630685700,5.70505920344202,1.0
1630686600,5.661018870062962,2.0
1630687500,5.811849841700456,3.0
1630688400,5.811714059136241,4.0
1630689300,6.035704165485756,5.0
1630690200,5.78929462463017,6.0
1630691100,5.900656257072267,7.0
1630692000,5.667534820517894,8.0
1630692900,5.568156044454797,9.0
1630693800,5.6159420289863204,10.0
1630694700,5.81316058643051,11.0
1630695600,5.989583333336334,12.0
1630696500,5.861345728700995,13.0
1630697400,5.8493771234417675,14.0
1630698300,5.5860857741761745,15.0
1630699200,5.6308477459619315,16.0
1630700100,5.689674713814985,17.0
1630701000,5.695304071319551,18.0
1630701900,5.702151755381191,19.0
1630702800,5.691287341987506,20.0
1630703700,5.655672673692768,21.0
1630704600,5.636353347291056,22.0
1630705500,5.6515091454775845,23.0
1630706400,5.779691749773264,24.0
1630707300,5.779036827195238,25.0
1630708200,5.566881866575802,26.0
1630709100,5.615049011274165,27.0
1630710000,5.653209344522814,28.0
1630710900,5.7465395960978665,29.0
1630711800,5.733386210414071,30.0
1630712700,5.931097111072492,31.0
1630713600,5.651189127972245,32.0
1630714500,5.713153275580285,33.0
1630715400,5.804734398007804,34.0
1630716300,5.763019210063813,35.0
1630717200,5.719139297848419,36.0
1630718100,5.757146900650778,37.0
1630719000,5.663265306122545,38.0
1630719900,5.695987304464667,39.0
1630720800,5.8820199275358975,40.0
1630721700,5.747843849296874,41.0
1630722600,5.708460754333067,42.0
1630723500,5.598368087036032,43.0
1630724400,5.743281551195601,44.0
1630725300,5.593018643395364,45.0
1630726200,5.7646525337259895,46.0
1630727100,5.762366139723496,47.0
1630728000,5.751359927472011,48.0
1630728900,6.693973740320858,49.0
1630729800,5.6024950382774,50.0
1630730700,5.804001587031838,51.0
1630731600,5.663053963570064,52.0
1630732500,5.722379603398342,53.0
1630733400,5.767705382437127,54.0
1630734300,5.730317973133525,55.0
1630735200,5.657275664644712,56.0
1630736100,5.799977321692118,57.0
1630737000,5.704412847675789,58.0
1630737900,5.504898906949151,59.0
1630738800,5.812043278764801,60.0
1630739700,6.3680974674248825,61.0
1630740600,5.610074309376301,62.0
1630741500,5.8733574988685255,63.0
1630742400,6.107818233135188,64.0
1630743300,5.6349206349190055,65.0
1630744200,5.760290282345293,66.0
1630745100,5.7877449314754355,67.0
1630746000,5.672793283412803,68.0
1630746900,5.807293143537318,69.0
1630747800,5.73840140486126,70.0
1630748700,5.7967732804992345,71.0
1630749600,5.751811594202561,72.0
1630750500,5.708773124507315,73.0
1630751400,5.794636276010767,74.0
1630752300,5.78821927136266,75.0
1630753200,5.462779507500559,76.0
1630754100,6.00746690802424,77.0
1630755000,6.515994827684879,78.0
1630755900,5.760290282348535,79.0
1630756800,5.603081978358782,80.0
1630757700,5.725299019332963,81.0
1630758600,5.685164212912319,82.0
1630759500,5.791768102815553,83.0
1630760400,5.532542699881748,84.0
1630761300,5.557443915705795,85.0
1630762200,5.657812765476333,86.0
1630763100,5.857053930168233,87.0
1630764000,5.746344780686929,88.0
1630764900,5.584503851381251,89.0
1630765800,5.659094771428485,90.0
1630766700,5.753642083781941,91.0
1630767600,5.705705705706842,92.0
1630768500,5.630375735630821,93.0
1630769400,5.701157249826771,94.0
1630770300,5.595831445401611,95.0
1630771200,5.683685612284151,0.0
1630772100,5.656313761052367,1.0
1630773000,5.642739788117302,2.0
1630773900,5.602177364485805,3.0
1630774800,5.566577858396194,4.0
1630775700,5.760734111249121,5.0
1630776600,6.405854207712435,6.0
1630777500,6.1489770543662114,7.0
1630778400,5.770101925255078,8.0
1630779300,5.590519929695614,9.0
1630780200,5.7843748229582275,10.0
1630781100,5.543903406835882,11.0
1630782000,5.668291576919049,12.0
1630782900,5.819955754721995,13.0
1630783800,5.648725212466498,14.0
1630784700,5.759429153922325,15.0
1630785600,5.748170005106356,16.0
1630786500,5.804077010193298,17.0
1630787400,5.624680415886941,18.0
1630788300,5.660056657225421,19.0
1630789200,5.817378497789982,20.0
1630790100,5.748753964653364,21.0
1630791000,5.628220372572512,22.0
1630791900,6.733307126412158,23.0
1630792800,5.557443915706806,24.0
1630793700,5.78024845424917,25.0
1630794600,5.542646642105542,26.0
1630795500,5.658989304512585,27.0
1630796400,5.587319558450776,28.0
1630797300,5.435583517543041,29.0
1630798200,5.754417761664776,30.0
1630799100,5.49487861467891,31.0
1630800000,5.620848237097487,32.0
1630800900,5.9080342461874995,33.0
1630801800,5.68774076591787,34.0
1630802700,5.605622626540074,35.0
1630803600,5.691793622923102,36.0
1630804500,5.597733711050301,37.0
1630805400,5.700510493481126,38.0
1630806300,5.877347251374221,39.0
1630807200,5.516185724814527,40.0
1630808100,5.672554347825187,41.0
1630809000,5.6123028033141615,42.0
1630809900,5.990600758734665,43.0
1630810800,5.7535179300950645,44.0
1630811700,5.616958567136166,45.0
1630812600,5.667120490126532,46.0
1630813500,5.672030825022912,47.0
1630814400,5.886022115114741,48.0
1630815300,5.789473684208657,49.0
1630816200,5.711365958897474,50.0
1630817100,5.789622908989034,51.0
1630818000,5.759755337826156,52.0
1630818900,5.733280300015475,53.0
1630819800,5.72594818300386,54.0
1630820700,5.617722238001177,55.0
1630821600,5.75779878842424,56.0
1630822500,5.820675583767776,57.0
1630823400,5.912974594015841,58.0
1630824300,5.748102842904512,59.0
1630825200,5.915285867782849,60.0
1630826100,5.6562110746237515,61.0
1630827000,5.61982533741735,62.0
1630827900,5.6966330348041545,63.0
1630828800,5.694192377497453,64.0
1630829700,5.7236767539385,65.0
1630830600,5.854681478123602,66.0
1630831500,5.553982902114374,67.0
1630832400,5.733386210414992,68.0
1630833300,6.140400338313068,69.0
1630834200,5.908059023836643,70.0
1630835100,5.707814269536826,71.0
1630836000,5.606575963718907,72.0
1630836900,5.712990251642602,73.0
1630837800,5.81527289231536,74.0
1630838700,5.690182312309444,75.0
1630839600,5.765306122448511,76.0
1630840500,5.784702549578757,77.0
1630841400,5.564685215615572,78.0
1630842300,5.711048158640342,79.0
1630843200,5.604719764013566,80.0
1630844100,5.7514859892468735,81.0
1630845000,5.56153976982946,82.0
1630845900,5.826013034856281,83.0
1630846800,5.745174619347138,84.0
1630847700,5.797923639868308,85.0
1630848600,5.687553161328496,86.0
1630849500,5.7966908431547175,87.0
1630850400,5.592105263159941,88.0
1630851300,5.681495369581802,89.0
1630852200,5.65244560586271,90.0
1630853100,6.323330324909582,91.0
1630854000,5.676533968471031,92.0
1630854900,5.888019947864942,93.0
1630855800,5.707814269534017,94.0
1630856700,5.948607652251781,95.0
1630857600,5.746865603903062,0.0
